"","X","Target.Name","Target.Type","Target.ID","Location.ID","Cell.Line","Source.Name","Source.Type","Source.ID","Source.Location","Source.Location.ID","Sign","Connection.Type","Mechanism","Paper.ID","Evidence","Evidence.Score","Match.Score","Kind.Score","Epistemic.Value","Total.Score"
"192",390,"gsk3","protein family|protein complex","gsk3","nan","cellosaurus:cvcl_0546","pyk2","protein","q14289","nan","nan","positive","i","['phosphorylation']","['pmc4558782']","['while this result further proved the importance of fak and pyk2 mediated gsk3 phosphorylation , it also suggested that phosphorylation of beta-catenin y142 plays a role in fak targeted therapy for crc .']",1,100,40,1,140
"193",388,"gsk3","protein family|protein complex","gsk3","nan","cellosaurus:cvcl_0320 ++++ cellosaurus:cvcl_0248","pyk2","protein","q14289","nan","nan","positive","i","['phosphorylation']","['pmc4558782']","['together , these results reveal that fak and pyk2 mediate gsk3 y279 and y216 phosphorylation in crc cells . ++++ however , in dld-1 cells expressing fak and pyk2 , simultaneous kd of both kinases were required to inhibit gsk3 y279 and y216 phosphorylation and to reduce the level of beta-catenin ( xref_fig ) , strongly suggesting that fak and pyk2 function redundantly to phosphorylate gsk3 y279 and y216 to promote wnt and beta-catenin signaling .']",1,100,40,1,140
"194",386,"gsk3","protein family|protein complex","gsk3","nan","cellosaurus:cvcl_0248 ++++ cellosaurus:cvcl_0320","pyk2","protein","q14289","nan","nan","positive","i","['phosphorylation']","['pmc4558782']","['however , in dld-1 cells expressing fak and pyk2 , simultaneous kd of both kinases were required to inhibit gsk3 y279 and y216 phosphorylation and to reduce the level of beta-catenin ( xref_fig ) , strongly suggesting that fak and pyk2 function redundantly to phosphorylate gsk3 y279 and y216 to promote wnt and beta-catenin signaling . ++++ together , these results reveal that fak and pyk2 mediate gsk3 y279 and y216 phosphorylation in crc cells .']",1,100,40,1,140
"195",676,"p53","protein","p04637","nan","nan","redox factor 1","protein","p27695","nan","nan","positive","i","['none']","['pmc2817464']","['deppert and co-workers showed that bi-functional redox factor 1 ( ref-1 ) enhances the specific dna binding of p53 by promoting association of dimers into tetramers and de-stacking of higher order oligomers into the tetrameric form . ++++ deppert and co-workers showed that bi-functional redox factor 1 ( ref-1 ) enhances the specific dna binding of p53 by promoting association of dimers into tetramers and de-stacking of higher order oligomers into the tetrameric form .']",1,100,40,1,140
"196",872,"s6k1","protein","p23443","nan","nan","rheb","protein","q15382","nan","nan","positive","i","['none']","['pmc2652403']","['co-expression of a human tsc2 harboring a disease associated point mutation in the gap domain , failed to stimulate rheb gtpase activity or block rheb activation of s6k1 [ xref_bibr , xref_bibr ] .']",1,100,40,1,140
"197",548,"mtorc1","protein family|protein complex","mtorc1","sl-0039","nan","rheb","protein","q15382","other","sl-0039","positive","i","['none']","['pmc3291999']","['the exact mechanism by which rheb activates mtorc1 is unknown , but it was described to entail the interaction of gtp bound rheb with the amino-terminal lobe of the mtor kinase domain [ xref_bibr ] and the farnesylation and subsequent localization of rheb in the golgi and endomembranes [ xref_bibr , xref_bibr ] . ++++ the gtpase rheb , which is a downstream of tsc1 and tsc2 and activates mtorc1 [ xref_bibr ] , does not appear to operate upstream of mtorc2 .']",1,100,40,1,140
"198",527,"mtor","protein","p42345","go:0016020","nan","rheb","protein","q15382","other","go:0016020","positive","i","['none']","['pmc2361102']","['rheb , in its gtp bound state , can activate mtor .']",1,100,40,1,140
"199",785,"rac1","protein","p63000","go:0005634","nan","rhoa","protein","p61586.p","nucleus","go:0005634","positive","i","['phosphorylation']","['pmc4729484']","['these data indicate that rhoa phosphorylation by erk does not target rhoa to the nucleus , in contrast to rac1 phosphorylation by erk .']",1,100,40,1,140
"200",804,"ras","protein family","pf00071:[genericmutant]","nan","nan","rhoa","protein","p61586","nan","nan","positive","i","['none']","['pmc4729484']","['this study further showed that the inhibition of erk activity led to increased rhoa activation in certain ras mutant cell lines [ xref_bibr ] .']",1,100,40,1,140
"201",802,"raptor","protein","q8n122","go:0005856","nan","rsk","protein family|protein complex","rsk","other","go:0005856","positive","i","['phosphorylation']","['pmc3291999']","['interestingly , it was recently described that rsk also targets directly the mtorc1 complex by phosphorylating raptor , and thereby promotes mtorc1 kinase activity [ xref_bibr ] . ++++ as tumour promoting phorbol esters and some growth factors activate mtorc1 signalling independently of akt , phosphorylation of raptor by rsk might provide a mechanism to overcome the inhibitory effects of pras40 .']",1,100,40,1,140
"202",730,"pi3k","protein family|protein complex","pi3k","nan","cellosaurus:cvcl_0598 ++++ cellosaurus:cvcl_0425 ++++ cellosaurus:cvcl_4461","runx2","protein","q13950","nan","nan","positive","i","['none']","['pmc4513933']","['runx2 promotes the crosstalk between mek and erk and pi3k and akt via egfr in human mcf-10a mammary epithelial cells [ xref_bibr ] . ++++ this work shows that runx2 upregulates pi3k subunits p85 and pik3cb ( p110beta ) and the kinase akt . ++++ therefore , in osteosarcoma cells , runx2 could stimulate the pi3k and akt pathway through the positive regulation of fak . ++++ runx2 activates the pi3k and akt pathway by regulating its components .']",1,100,40,1,140
"203",746,"pik3cb","protein","p42338","nan","cellosaurus:cvcl_0425","runx2","protein","q13950","nan","nan","positive","i","['none']","['pmc4513933']","['this work shows that runx2 upregulates pi3k subunits p85 and pik3cb ( p110beta ) and the kinase akt .']",1,100,40,1,140
"204",30,"akt","protein family|protein complex","akt","nan","cellosaurus:cvcl_0598 ++++ cellosaurus:cvcl_0425 ++++ cellosaurus:cvcl_4461","runx2","protein","q13950","nan","nan","positive","i","['none']","['pmc4513933']","['runx2 promotes the crosstalk between mek and erk and pi3k and akt via egfr in human mcf-10a mammary epithelial cells [ xref_bibr ] . ++++ this work shows that runx2 upregulates pi3k subunits p85 and pik3cb ( p110beta ) and the kinase akt . ++++ therefore , in osteosarcoma cells , runx2 could stimulate the pi3k and akt pathway through the positive regulation of fak . ++++ runx2 activates the pi3k and akt pathway by regulating its components .']",1,100,40,1,140
"205",914,"src","protein family|protein complex","src","nan","cellosaurus:cvcl_0045 ++++ cellosaurus:cvcl_m383","runx3","protein","q13761","nan","nan","positive","i","['none']","['pmc2843174']","['together , these results demonstrate that runx3 is a direct target of src . ++++ although we have evidence that runx3 is a target of src ( xref_fig ) , our results do not rule out the possibility that another tyrosine kinase , activated by src , could also phosphorylate runx3 .']",1,100,40,1,140
"206",990,"wnt","protein family|protein complex","wnt","nan","nan","runx3","protein","q13761","nan","nan","positive","i","['none']","['pmc2843174']","['runx3 also suppresses the development of colon cancer by forming a ternary complex with beta-catenin-tcf4 and attenuating wnt mediated signaling activity .']",1,100,40,1,140
"207",51,"akt","protein family|protein complex","akt","nan","nan","sirt2","protein","q8ixj6","nan","nan","positive","i","['none']","['pmc4102778']","['the authors demonstrated that sirt2 regulated activation of akt by its deacetylation [ xref_bibr ] .']",1,100,40,1,140
"208",186,"caspase-3","protein","p42574","nan","nan","somatostatin receptor","protein family","ipr000586","nan","nan","positive","i","['none']","['pmc149420']","['a new therapeutic approach uses somatostatin receptor subtype 2 ( sst2 ) to activate caspase-3 and therefore to induce apoptosis in pancreatic cancer [ xref_bibr ] .']",1,100,40,1,140
"209",187,"caspase-3","protein","p42574","nan","nan","sst2","protein","q9w7e9","nan","nan","positive","i","['none']","['pmc149420']","['a new therapeutic approach uses somatostatin receptor subtype 2 ( sst2 ) to activate caspase-3 and therefore to induce apoptosis in pancreatic cancer [ xref_bibr ] .']",1,100,40,1,140
"210",677,"p53","protein","p04637","nan","nan","tau","protein","p10636","nan","nan","positive","i","['none']","['pmc2817464']","['gamma and epsilon isoforms but not tau and sigma enhance specific-dna binding of p53 in vitro .']",1,100,40,1,140
"211",731,"pi3k","protein family|protein complex","pi3k","nan","cellosaurus:cvcl_d092","tcr","protein","p04234","nan","nan","positive","i","['none']","['pmc1403772']","['we asked whether pi3k induction , triggered by tcr activation , could influence hes-1 levels .']",1,100,40,1,140
"212",894,"smad4","protein","q13485","go:0005634","cellosaurus:cvcl_0038 ++++ cellosaurus:cvcl_0025","tgf-beta","protein family|protein complex","tgfb","nucleus","go:0005634","positive","i","['phosphorylation']","['pmc4845174']","['18 we conclude from the results in xref_fig that a second pathway exists for phosphorylation of smad4 gsk3 sites that is triggered by tgf-beta but not regulated by wnt , as is the case when primed by fgf and egf . ++++ indeed , we found that psmad4 gsk3 phosphorylations are greatly inhibited by wnt3a but only when primed by fgf ; when the psmad4 gsk3 phosphorylation was triggered by tgf-beta , wnt3a treatment had no effect ( xref_fig , compare lanes 2 to 3 and 6 to 7 ) . ++++ interestingly , these phosphorylations induced by tgf-beta , although completely inhibited by the gsk3 inhibitor licl , were unaffected by the mek inhibitor u0126 , suggesting the involvement of a kinase different from erk in priming of the gsk3 sites ( xref_fig , lanes 3 and 7 ) . ++++ in the course of this study we made the unexpected observation that linker phosphorylation of smad4 could also be triggered by tgf-beta stimulation in hacat cells ( xref_fig , lane 2 ) . ++++ tgf-beta induced linker phosphorylations of smad4 .']",1,100,40,1,140
"213",394,"gsk3","protein family|protein complex","gsk3","go:0005634","cellosaurus:cvcl_0025","tgf-beta","protein family|protein complex","tgfb","nucleus","go:0005634","positive","i","['phosphorylation']","['pmc4845174']","['the gsk3 linker phosphorylations induced by tgf-beta differ from those induced by fgf . ++++ 18 we conclude from the results in xref_fig that a second pathway exists for phosphorylation of smad4 gsk3 sites that is triggered by tgf-beta but not regulated by wnt , as is the case when primed by fgf and egf . ++++ indeed , we found that psmad4 gsk3 phosphorylations are greatly inhibited by wnt3a but only when primed by fgf ; when the psmad4 gsk3 phosphorylation was triggered by tgf-beta , wnt3a treatment had no effect ( xref_fig , compare lanes 2 to 3 and 6 to 7 ) .']",1,100,40,1,140
"214",64,"akt","protein family|protein complex","akt","go:0005886","nan","tgfbeta","protein family|protein complex","tgfb","plasma membrane","go:0005886","positive","i","['phosphorylation']","['pmc4513933']","['this signaling interplay includes a smad independent , rapid induction of akt phosphorylation by tgfbeta and an indirect activation of pi3k and akt by tgfbeta induced mirna expression [ xref_bibr ] . ++++ this signaling interplay includes a smad independent , rapid induction of akt phosphorylation by tgfbeta and an indirect activation of pi3k and akt by tgfbeta induced mirna expression [ xref_bibr ] .']",1,100,40,1,140
"215",678,"p53","protein","p04637","nan","nan","tip60","protein","q92993","nan","nan","positive","i","['none']","['pmc3481126']","['30 gsk3 phosphorylation on serine 86 activates tip60 , which then activates p53 via acetylation of lysine 120 .']",1,100,40,1,140
"216",593,"nox1","protein","q9y5s8","nan","nan","tks4","protein","a1x283:[substitutionmutant]","nan","nan","positive","i","['none']","['pmc2993755']","['nevertheless , nox1 dependent ros generation is only slightly increased by the presence of noxa1 y110e and tks4 y508e indicating that there might be additional src target protein ( s ) which are needed for full nox1 activation .']",1,100,40,1,140
"217",519,"mtor","protein","p42345","nan","cellosaurus:cvcl_0023 ++++ cellosaurus:cvcl_0060","twist1","protein","q15672","nan","nan","positive","i","['none']","['pmc3388235']","['to establish the involvement of ampk in twist1 sirna induced mtor inhibition , we transfected cells displaying twist1 downregulation with ampkalpha1/2 sirna . ++++ initially , mtor activity was assessed in cells treated with twist1 sirna .']",1,100,40,1,140
"218",449,"jnk","protein family|protein complex","jnk","nan","cellosaurus:cvcl_0063","wdr62","protein","o43379","nan","nan","positive","i","['none']","['pmc2801705']","['wdr62 activates jnk and can serve as jnk substrate . ++++ to examine whether or not wdr62 mediates this form of jnk activation toward ap-1 transcription , we measured ap-1-dependent transcription by using a luciferase reporter plasmid placed under the control of four tandem repeats of sv40 ap-1-binding elements ( 4 x ap-1-luciferase ) . ++++ wdr62 potentiates jnk activity . ++++ thus , although wdr62 is able to activate jnk kinase activity , jnk activation does not result in the classical signaling pathway leading to c-jun phosphorylation and the corresponding increase in ap-1-dependent transcription .']",1,100,40,1,140
"219",495,"mdm2","protein","q00987","nan","nan","wip1","protein","o15297","nan","nan","positive","i","['ubiquitination']","['pmc2954851']","['wip1 inhibited mdm2 auto-ubiquitination thereby stabilizing the protein [ xref_bibr ] .']",1,100,40,1,140
"220",634,"p27 kip1","protein","p46527","go:0005634","nan","akt","protein family|protein complex","akt","nucleus","go:0005634","positive","d","['phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc3317191', 'pmc3317191', 'pmc3317191']","['akt directly binds to and phosphorylates p27 kip1 at three residues , ser10 , thr187 , and thr198 [ xref_bibr - xref_bibr ] .', 'akt directly binds to and phosphorylates p27 kip1 at three residues , ser10 , thr187 , and thr198 [ xref_bibr - xref_bibr ] .', 'akt directly binds to and phosphorylates p27 kip1 at three residues , ser10 , thr187 , and thr198 [ xref_bibr - xref_bibr ] .']",3,10,40,1,70
"221",647,"p53","protein","p04637","nan","cellosaurus:cvcl_0060","chk1","protein","o14757","nan","nan","positive","d","['phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc2817464', 'pmc2817464', 'pmc2817464']","['the chk1 and chk2 kinases phosphorylate p53 at s366 , s378 and t387 .', 'the chk1 and chk2 kinases phosphorylate p53 at s366 , s378 and t387 .', 'the chk1 and chk2 kinases phosphorylate p53 at s366 , s378 and t387 .']",3,10,40,1,70
"222",666,"p53","protein","p04637","nan","nan","chk2","protein","o96017","nan","nan","positive","d","['phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc2817464', 'pmc2954851', 'pmc4296918']","['atm dependent dephosphorylation of p53 at s376 and chk1 and chk2 dependent phosphorylation of p53 at s378 , s366 and t387 generate 14-3-3 binding sites in vivo .', 'atm , atr , and dna-pk phosphorylate p53 on s15 , while chk1 and chk2 phosphorylate p53 on s20 which stabilize p53 by preventing binding to mdm2 [ xref_bibr - xref_bibr ] .', 'a study published in 2000 reported that , upon dna damage , chk2 phosphorylates p53 on ser20 .']",3,10,40,1,70
"223",19,"4ebp1","protein","q13541","nan","nan","gsk-3beta","protein","p49841","nan","nan","positive","d","['phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc4936323', 'pmc4936323', 'pmc4936323']","['these results suggest that gsk-3beta could participate in the direct phosphorylation of 4ebp1 at thr70 , thr37/46 , and ser65 , as reported for s6k [ xref_bibr ] . ++++ therefore , we here provide the evidence that gsk-3beta can directly phosphorylate 4ebp1 at thr37/46 , thr70 , and ser65 , possibly in sequential order .', 'these results suggest that gsk-3beta could participate in the direct phosphorylation of 4ebp1 at thr70 , thr37/46 , and ser65 , as reported for s6k [ xref_bibr ] . ++++ therefore , we here provide the evidence that gsk-3beta can directly phosphorylate 4ebp1 at thr37/46 , thr70 , and ser65 , possibly in sequential order .', 'these results suggest that gsk-3beta could participate in the direct phosphorylation of 4ebp1 at thr70 , thr37/46 , and ser65 , as reported for s6k [ xref_bibr ] .']",3,10,40,1,70
"224",63,"akt","protein family|protein complex","akt","go:0005886","nan","pdk1","protein","q15118","plasma membrane","go:0005886","positive","d","['phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc3355968', 'pmc4258317', 'pmc4258317']","['akt and phosphoinositide dependent kinase 1 ( pdk1 ) are then recruited to the plasma membrane where akt is directly phosphorylated and activated by pdk1 .', 'pdk1 phosphorylates akt at t308 and mtorc2 phosphorylates it at s473 , both phosphorylations being necessary for the full activation of its kinase activity [ xref_bibr , xref_bibr ] .', 'pdk1 phosphorylates akt at t308 and mtorc2 phosphorylates it at s473 , both phosphorylations being necessary for the full activation of its kinase activity [ xref_bibr , xref_bibr ] .']",3,10,40,1,70
"225",866,"s6","protein family","ipr000529","nan","nan","s6k1","protein","p23443","nan","nan","positive","d","['phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc3291999', 'pmc3291999', 'pmc3388235']","[""activated mtorc1 phosphorylates s6k1 , which phosphorylates s6 ( 40s ribosomal protein s6 ) , enhancing the translation of mrnas with a 5 '-terminal oligopolypyrimidine ( 5 '-top ) ."", ""activated mtorc1 phosphorylates s6k1 , which phosphorylates s6 ( 40s ribosomal protein s6 ) , enhancing the translation of mrnas with a 5 '-terminal oligopolypyrimidine ( 5 '-top ) ."", ""xref_bibr , xref_bibr , xref_bibr s6k1 phosphorylates s6 , which regulates the translation of 5 ' terminal oligopyrimidine mrnas that encode ribosomal proteins and translation factors .""]",3,10,40,1,70
"226",965,"tsc2","protein","p49815","go:0005856","nan","erk","protein family|protein complex","erk","other","go:0005856","negative","i","['phosphorylation', 'phosphorylation']","['pmc3291999', 'pmc3291999']","['erk and rsk induce inhibitory phosphorylation of tsc2 at ser664 and ser1798 respectively , which promotes tsc1 and tsc2 dissociation , which in turn leads to mtorc1 activation [ xref_bibr - xref_bibr ] .', 'erk and rsk induce inhibitory phosphorylation of tsc2 at ser664 and ser1798 respectively , which promotes tsc1 and tsc2 dissociation , which in turn leads to mtorc1 activation [ xref_bibr - xref_bibr ] .']",2,10,40,1,60
"227",240,"chk1","protein","o14757","nan","nan","atm","protein","q13315","nan","nan","positive","d","['phosphorylation', 'phosphorylation']","['pmc2925474', 'pmc2925474']","['during ddr such as that resulting from exposure to uv , oxidants , or ir , chk1 is phosphorylated by atm and atr at serine ( s ) 317 and s345 [ xref_bibr ] .', 'during ddr such as that resulting from exposure to uv , oxidants , or ir , chk1 is phosphorylated by atm and atr at serine ( s ) 317 and s345 [ xref_bibr ] .']",2,10,40,1,60
"228",258,"chk2","protein","o96017","go:0005634","nan","atm","protein","q13315","nucleus","go:0005634","positive","d","['phosphorylation', 'phosphorylation']","['pmc2954851', 'pmc4296918']","[""the induction of dna dsb by ir as well as treatment with doxorubicin caused a dissociation of the b'alpha and chk2 proteins due to atm dependent phosphorylation of chk2 serines 33 and 35 ."", 'after dna damage , chk2 is phosphorylated by atm on the priming site t68 and on other residues in the scd .']",2,10,40,1,60
"229",289,"e2f1","protein","q01094","nan","nan","atm","protein","q13315","nan","nan","positive","d","['phosphorylation', 'phosphorylation']","['pmc2954851', 'pmc2954851']","['atm and chk2 phosphorylate e2f1 on s31 and s364 , respectively , which leads to e2f stabilization [ xref_bibr , xref_bibr ] .', 'atm and chk2 phosphorylate e2f1 on s31 and s364 , respectively , which leads to e2f stabilization [ xref_bibr , xref_bibr ] .']",2,10,40,1,60
"230",508,"mek2","protein","p36507","nan","nan","b-raf","protein","p15056","nan","nan","positive","d","['phosphorylation', 'phosphorylation']","['pmc1289294', 'pmc1289294']","['b-raf phosphorylates mek1 and mek2 on ser217 and ser221 , which activates it to dual phosphorylate erks , at thr202 and tyr204 for human erk1 and thr185 and tyr187 for human erk2 [ xref_bibr , xref_bibr ] .', 'b-raf phosphorylates mek1 and mek2 on ser217 and ser221 , which activates it to dual phosphorylate erks , at thr202 and tyr204 for human erk1 and thr185 and tyr187 for human erk2 [ xref_bibr , xref_bibr ] .']",2,10,40,1,60
"231",648,"p53","protein","p04637","nan","cellosaurus:cvcl_0060","chk2","protein","o96017","nan","nan","positive","d","['phosphorylation', 'phosphorylation']","['pmc2817464', 'pmc2817464']","['atm dependent dephosphorylation of p53 at s376 and chk1 and chk2 dependent phosphorylation of p53 at s378 , s366 and t387 generate 14-3-3 binding sites in vivo . ++++ the chk1 and chk2 kinases phosphorylate p53 at s366 , s378 and t387 .', 'the chk1 and chk2 kinases phosphorylate p53 at s366 , s378 and t387 . ++++ atm dependent dephosphorylation of p53 at s376 and chk1 and chk2 dependent phosphorylation of p53 at s378 , s366 and t387 generate 14-3-3 binding sites in vivo .']",2,10,40,1,60
"232",13,"4e-bp1","protein","q13541","nan","nan","mtor","protein","p42345","nan","nan","positive","d","['phosphorylation', 'phosphorylation']","['pmc2361102', 'pmc2361102']","['in response to stimuli such as growth factors , hormones , nutrients , or increased energy levels , mtor phosphorylates 4e-bp1 primarily at residues ser65 and thr73 .', 'in response to stimuli such as growth factors , hormones , nutrients , or increased energy levels , mtor phosphorylates 4e-bp1 primarily at residues ser65 and thr73 .']",2,10,40,1,60
"233",21,"4ebp1","protein","q13541","nan","nan","mtor","protein","p42345","nan","nan","positive","i","['none', 'dephosphorylation']","['pmc1289294', 'pmc3291999']","['the mtor kinase responds to both nutrient and growth factor signals to activate p70s6k and 4ebp1 to increase protein translation as part of a cell growth response [ xref_bibr ] .', 'the inhibition of mtor by rapamycin also causes 4ebp1 dephosphorylation , which prevents protein translation [ xref_bibr ] .']",2,10,40,1,60
"234",15,"4e-bp1","protein","q13541","nan","nan","mtorc1","protein family|protein complex","mtorc1","nan","nan","positive","d","['phosphorylation', 'phosphorylation']","['pmc3837323', 'pmc4720880']","['4e-bp1 phosphorylation by mtorc1 results in the release of the eukaryotic initiation factor 4e ( eif4e ) , which then associates with eukaryotic initiation factor 4g ( eif4g ) to stimulate translation initiation .', 'mtorc1 phosphorylates two main substrates , ribosomal protein s6 kinase 1 ( s6k1 ) and eukaryotic initiation factor 4e binding protein 1 ( 4e-bp1 ) .']",2,10,40,1,60
"235",22,"4ebp1","protein","q13541","nan","nan","mtorc1","protein family|protein complex","mtorc1","nan","nan","positive","d","['phosphorylation', 'phosphorylation']","['pmc3291999', 'pmc4216640']","['mtorc1 phosphorylates 4ebp1 at multiple sites to promote the dissociation of eif4e from 4ebp1 , relieving the inhibitory effect of 4ebp1 on eif4e dependent translation initiation [ xref_bibr ] .', 'once activated , mtorc1 phosphorylates p70 s6k and 4ebp1 to promote cap dependent translation and cell growth .']",2,10,40,1,60
"236",383,"gsk-3beta","protein","p49841","nan","cellosaurus:cvcl_4461","p38mapk","protein family|protein complex","p38","nan","nan","positive","d","['phosphorylation', 'phosphorylation']","['pmc4102778', 'pmc4102778']","['p38mapk phosphorylates gsk-3beta at s389 and t390 [ xref_bibr ] .', 'p38mapk phosphorylates gsk-3beta at s389 and t390 [ xref_bibr ] .']",2,10,40,1,60
"237",66,"akt-1","protein","p31749","nan","nan","pdk-2","protein","q15119","nan","nan","positive","d","['phosphorylation', 'phosphorylation']","['pmc3660063', 'pmc4102778']","['thus , mtorc2 can function as the elusive pdk-2 which phosphorylates akt-1 on s473 in response to growth factor stimulation [ xref_bibr , xref_bibr ] .', 'mtorc2 can function as the elusive pdk-2 which phosphorylates akt-1 on s473 in response to growth factor stimulation [ xref_bibr ] .']",2,10,40,1,60
"238",655,"p53","protein","p04637","nan","nan","yb1","protein","p67809","nan","nan","negative","i","['none']","['pmc3556166']","['iaspp and yb1 selectively inhibit the ability of p53 to induce expression of pro apoptotic genes but have no effect on p21 transactivation .']",1,10,40,1,50
"239",60,"akt","protein family|protein complex","akt","go:0016020","nan","pten","protein","p60484","other","go:0016020","negative","i","['none']","['pmc4102778']","['pten negatively regulates akt activity by de-phosphorylating phosphatidylinositol ( 3,4,5 )-trisphosphate ( pip3 ) which akt requires for membrane localization .']",1,10,40,1,50
"240",87,"arf","protein","q8n726","go:0005730 ++++ go:go:0005737","cellosaurus:cvcl_0554","akt","protein family|protein complex","akt","other","go:0005730 ++++ go:go:0005737","negative","i","['none']","['pmc4171619']","['since inhibition of akt promotes arf localization to the nucleolus and enhanced mdm2 activity , we wished to address what effect increased mdm2 activity has on endogenous p53 . ++++ this in turn promotes arf mediated inhibition of mdm2 in the nucleoplasm . ++++ therefore , we can conclude that elevated akt activity restricts arf accumulation at the nucleolus .']",1,10,40,1,50
"241",391,"gsk3","protein family|protein complex","gsk3","nan","cellosaurus:cvcl_e031","wnt","protein family|protein complex","wnt","nan","nan","negative","i","['none']","['pmc4568445']","['since gsk3 activity is inhibited by wnt signaling , key residues in r2 and b that drive apc : axin interaction dynamics would no longer be phosphorylated .']",1,10,40,1,50
"242",293,"e2f1","protein","q01094","nan","nan","cdk4","protein","p11802","nan","nan","negative","i","['none']","['pmc4211374']","['increased e2f1 luciferase activity by galectin-3 overexpression was reversed by cyclin d1 or cdk4 ( xref_fig ) .']",1,10,40,1,50
"243",298,"egfr","protein","p00533","nan","cellosaurus:cvcl_0542","mtor","protein","p42345","nan","nan","negative","i","['none']","['pmc2653860']","['studies using epidermal growth factor receptor ( egfr ) null and mutant egfr expressing cells suggest that mtor negatively regulates transactivation of the egfr .']",1,10,40,1,50
"244",86,"arf","protein","q8n726","go:0005730","nan","akt","protein family|protein complex","akt","other","go:0005730","negative","i","['amount']","['pmc4171619']","['the increased arf levels following inhibition of akt are not due to increased transcription as arf mrna levels are unchanged following inhibitor treatment ( xref_supplementary ) .']",1,10,40,1,50
"245",95,"atm","protein","q13315","go:0005634","uaz:cvcl_9115","pp2a","protein","p67775","nucleus","go:0005634","negative","d","['dephosphorylation']","['pmc2954851']","['pp2a was able to dephosphorylate atm s1981 , but not as efficiently as wip1 [ xref_bibr ] , described below .']",1,10,40,1,50
"246",32,"akt","protein family|protein complex","akt","nan","cellosaurus:cvcl_8262","irs-1","protein","p35568","nan","nan","negative","i","['none']","['pmc3039802']","['these data suggest that downregulation of irs-1 is involved in the ability of alpha-tea to suppress akt , erk , and mtor signalling and demonstrated that jnk is involved in this event via phosphorylation of irs-1 at ser 307 , leading to its degradation .']",1,10,40,1,50
"247",635,"p27 kip1","protein","p46527","go:0005634","nan","akt","protein family|protein complex","akt","nucleus","go:0005634","negative","i","['transcription']","['pmc3317191']","['akt is known to downregulate p27 kip1 transcription by phosphorylation dependent inhibition of the forkhead family of transcription factors [ xref_bibr ] .']",1,10,40,1,50
"248",669,"p53","protein","p04637","nan","nan","atm","protein","q13315","nan","nan","negative","d","['dephosphorylation']","['pmc2817464']","['atm dependent dephosphorylation of p53 at s376 and chk1 and chk2 dependent phosphorylation of p53 at s378 , s366 and t387 generate 14-3-3 binding sites in vivo . ++++ atm dependent dephosphorylation of p53 at s376 and chk1 and chk2 dependent phosphorylation of p53 at s378 , s366 and t387 generate 14-3-3 binding sites in vivo . ++++ atm dependent dephosphorylation of p53 at s376 and chk1 and chk2 dependent phosphorylation of p53 at s378 , s366 and t387 generate 14-3-3 binding sites in vivo . ++++ atm dependent dephosphorylation of p53 at s376 and chk1 and chk2 dependent phosphorylation of p53 at s378 , s366 and t387 generate 14-3-3 binding sites in vivo .']",1,10,40,1,50
"249",408,"gsk3beta","protein","p49841","go:0005634","nan","akt","protein family|protein complex","akt","nucleus","go:0005634","negative","i","['none']","['pmc3355968']","['akt has been shown to directly phosphorylate gsk3beta and inhibits it , and therefore , akt seems to indirectly inhibit beta-catenin degradation and inactivation through inhibition of gsk3beta . ++++ because akt inhibits gsk3beta as described above , akt increases mcl-1 stability , at least in part , by inhibiting gsk3beta . ++++ because akt inhibits gsk3beta as described above , akt increases mcl-1 stability , at least in part , by inhibiting gsk3beta .']",1,10,40,1,50
"250",321,"erk","protein family|protein complex","erk","nan","cellosaurus:cvcl_8262","irs-1","protein","p35568","nan","nan","negative","i","['none']","['pmc3039802']","['these data suggest that downregulation of irs-1 is involved in the ability of alpha-tea to suppress akt , erk , and mtor signalling and demonstrated that jnk is involved in this event via phosphorylation of irs-1 at ser 307 , leading to its degradation .']",1,10,40,1,50
"251",402,"gsk3beta","protein","p49841","nan","nan","akt","protein family|protein complex","akt","nan","nan","negative","i","['transcription']","['pmc1403772']","['in contrast , expression of wild-type gsk3beta , which is inhibited by akt activity , failed to significantly reduce reporter activity .']",1,10,40,1,50
"252",401,"gsk3beta","protein","p49841","nan","nan","akt","protein family|protein complex","akt","nan","nan","negative","i","['none']","['pmc1403772']","['therefore , given that akt phoshorylates and inactivates gsk3beta [ xref_bibr ] , we hypothesised that akt dependent inactivation of gsk3beta might be responsible for notch potentiation .']",1,10,40,1,50
"253",25,"akt","protein family|protein complex","akt","go:0005737","nan","jnk","protein family|protein complex","jnk","cytoplasm","go:0005737","negative","i","['none']","['pmc2915986']","['in addition , oxidative stress or activation of the jnk pathway decreased the activity of akt in hit cells , leading to the decreased phosphorylation of foxo1 following nuclear localization .']",1,10,40,1,50
